//Type,ID,Name,BasePrice,Quantity,SubclassAttribute
P,755,Romaine Lettuce,13.23,32,6/26/2026
B,56837,Sparkling Water,6.01,78,FALSE
E,43125,Electric Kettle,75.53,14,36
E,97947,Coffee Maker,102.75,23,12
B,49791,Classic Cola,2.31,65,TRUE
B,36695,Sparkling Water,2.81,43,FALSE
E,34606,Mini Rice Cooker,18.87,16,6
P,45841,Avocados Bag,14.0,22,6/24/2026
B,51952,Organic Green Tea,7.18,31,TRUE
P,18969,Organic Eggs,6.96,52,7/7/2026
E,29853,Electric Mixer,78.87,23,12
E,54269,Electric Mixer,75.75,18,6
B,99361,Organic Green Tea,3.2,118,FALSE
B,67388,Organic Green Tea,4.13,116,TRUE
P,56690,Whole Milk,13.69,37,7/4/2026
E,54828,Electric Kettle,45.32,4,6
E,53887,Toaster Oven,92.76,13,36
E,26508,Toaster Oven,39.75,9,12
B,13677,Energy Drink,9.1,52,TRUE
E,22672,Electric Mixer,44.45,11,12
E,49817,Electric Mixer,62.92,16,36
E,75361,Coffee Maker,110.11,12,36
B,57618,Organic Green Tea,5.07,111,FALSE
E,75675,Electric Mixer,59.15,9,6
P,79422,Avocados Bag,14.73,42,6/8/2026
B,88769,Diet Soda Can,1.24,78,FALSE
P,71028,Fresh Strawberries,3.89,44,7/1/2026
P,48361,Avocados Bag,5.93,19,6/19/2026
E,92000,Toaster Oven,101.62,11,12
B,64586,Organic Green Tea,4.93,77,TRUE
B,73766,Sparkling Water,8.97,103,TRUE
P,34358,Romaine Lettuce,4.77,12,7/4/2026
B,6501,Energy Drink,6.04,35,FALSE
P,24261,Romaine Lettuce,5.62,9,6/3/2026
B,77962,Organic Green Tea,2.66,35,TRUE
E,10740,Electric Kettle,27.74,8,12
E,86875,Mini Rice Cooker,15.42,13,36
P,8636,Romaine Lettuce,10.59,8,6/24/2026
P,68082,Fresh Strawberries,9.01,29,7/15/2026
B,5832,Energy Drink,3.73,12,TRUE
E,63529,Electric Mixer,116.79,6,12
E,80568,Electric Mixer,77.3,7,6
P,34365,Fresh Strawberries,6.97,10,7/13/2026
B,87143,Classic Cola,3.9,120,TRUE
E,63158,Mini Rice Cooker,73.48,13,6
E,73696,Electric Kettle,94.4,6,36
E,43218,Electric Mixer,23.43,4,12
P,61031,Organic Eggs,4.13,58,7/11/2026
P,54180,Organic Eggs,14.1,15,7/13/2026
B,70395,Apple Juice,8.19,112,TRUE
P,80853,Fresh Strawberries,5.99,23,6/24/2026
P,20114,Organic Eggs,10.06,47,6/5/2026
B,99139,Organic Green Tea,6.15,43,TRUE
E,86951,Electric Mixer,100.82,23,36
B,39174,Classic Cola,7.65,12,TRUE
P,37282,Whole Milk,9.57,31,6/3/2026
P,55447,Baby Spinach,10.52,58,7/6/2026
E,92501,Blender Pro,42.74,24,36
E,66170,Electric Kettle,76.1,10,12
E,47306,Electric Mixer,60.43,22,12
E,42109,Coffee Maker,27.72,18,6
B,34107,Energy Drink,7.54,74,TRUE
B,50570,Apple Juice,5.62,118,TRUE
B,62065,Energy Drink,2.17,90,FALSE
B,85793,Diet Soda Can,2.7,106,FALSE
E,4538,Coffee Maker,33.38,16,12
P,93671,Whole Milk,4.93,32,7/1/2026
P,36901,Organic Eggs,9.82,27,7/9/2026
B,410,Sparkling Water,3.45,45,FALSE
E,24900,Electric Mixer,65.22,5,6
P,65111,Fresh Strawberries,14.02,56,6/17/2026
E,61987,Toaster Oven,36.79,6,6
P,83541,Fresh Strawberries,13.17,29,6/8/2026
P,74158,Organic Eggs,11.95,7,7/10/2026
B,23331,Sparkling Water,5.92,19,TRUE
E,54692,Mini Rice Cooker,63.53,11,36
E,20849,Toaster Oven,62.28,25,6
E,35365,Toaster Oven,65.63,24,6
E,20587,Blender Pro,24.18,3,6
P,50863,Fresh Strawberries,8.21,26,6/3/2026
P,18832,Romaine Lettuce,12.11,42,6/13/2026
P,38616,Avocados Bag,9.55,39,7/8/2026
B,128,Diet Soda Can,5.58,50,TRUE
P,4784,Whole Milk,3.47,45,6/22/2026
P,1028,Whole Milk,8.95,5,6/23/2026
E,61398,Blender Pro,30.52,24,6
P,51016,Avocados Bag,12.03,24,6/6/2026
P,20373,Whole Milk,5.15,8,6/20/2026
P,58970,Whole Milk,7.72,5,6/2/2026
P,67111,Whole Milk,9.89,39,6/13/2026
B,62100,Organic Green Tea,1.48,82,FALSE
E,46355,Electric Mixer,27.43,7,36
E,50465,Electric Mixer,119.52,10,6
E,73142,Mini Rice Cooker,62.71,25,6
E,2095,Blender Pro,70.73,11,12
E,6651,Coffee Maker,101.34,25,36
B,28817,Classic Cola,6.7,67,TRUE
P,33167,Fresh Strawberries,11.77,9,6/29/2026
B,57138,Energy Drink,2.22,26,FALSE
E,56970,Coffee Maker,51.78,10,6
P,41128,Fresh Strawberries,8.68,54,6/8/2026
B,92699,Diet Soda Can,5.09,37,FALSE
E,65924,Toaster Oven,82.1,23,6
P,85798,Baby Spinach,6.35,32,7/1/2026
P,57412,Avocados Bag,11.96,21,6/15/2026
B,92418,Energy Drink,5.45,91,TRUE
B,23131,Organic Green Tea,4.87,63,TRUE
B,39881,Energy Drink,7.56,110,TRUE
B,62380,Diet Soda Can,5.49,12,FALSE
B,68936,Energy Drink,7.3,95,TRUE
E,95369,Blender Pro,55.17,20,36
E,89372,Electric Kettle,51.42,5,36
E,56431,Mini Rice Cooker,75.71,24,12
B,55665,Sparkling Water,1.36,25,TRUE
B,94834,Organic Green Tea,7.89,11,FALSE
P,68924,Fresh Strawberries,4.34,40,6/23/2026
B,17220,Sparkling Water,8.52,101,TRUE
P,99465,Baby Spinach,6.03,27,7/11/2026
E,1796,Mini Rice Cooker,48.17,12,6
E,37186,Electric Mixer,65.73,23,12
E,23608,Coffee Maker,68.97,13,36
B,78509,Energy Drink,1.7,119,TRUE
E,27171,Electric Kettle,39.3,8,6
B,97799,Sparkling Water,8.45,31,TRUE
B,68814,Apple Juice,5.86,23,FALSE
B,39294,Organic Green Tea,3.02,24,TRUE
P,97954,Fresh Strawberries,4.59,17,7/16/2026
P,19354,Whole Milk,10.67,44,6/2/2026
E,70810,Coffee Maker,22.77,9,36
B,18310,Organic Green Tea,1.02,12,TRUE
E,86252,Electric Kettle,54.56,10,12
P,16897,Fresh Strawberries,14.22,35,6/4/2026
B,23145,Energy Drink,8.88,45,TRUE
E,35030,Mini Rice Cooker,110.64,9,36
B,50466,Diet Soda Can,8.12,55,TRUE
B,40430,Classic Cola,5.04,59,TRUE
E,41349,Toaster Oven,17.12,19,6
B,32928,Classic Cola,3.94,58,FALSE
E,58781,Coffee Maker,77.4,10,6
P,62403,Avocados Bag,9.61,28,7/6/2026
P,15388,Romaine Lettuce,7.94,60,7/11/2026
P,38258,Organic Eggs,4.89,37,6/20/2026
B,15750,Apple Juice,3.39,28,TRUE
B,20539,Apple Juice,7.57,90,TRUE
E,23857,Blender Pro,51.45,23,12
E,25247,Electric Kettle,38.43,8,12
E,34082,Electric Mixer,28.53,5,36
B,6132,Diet Soda Can,9.67,73,FALSE
B,89922,Sparkling Water,4.43,116,FALSE
B,61607,Apple Juice,5.62,65,FALSE
E,90816,Blender Pro,28.91,23,36
P,73445,Fresh Strawberries,4.96,35,7/6/2026
B,20522,Sparkling Water,1.8,42,TRUE
P,13881,Whole Milk,8.59,28,7/3/2026
P,53611,Whole Milk,11.93,36,7/15/2026
E,94600,Coffee Maker,79.7,20,6
B,53491,Sparkling Water,1.25,32,FALSE
P,9959,Organic Eggs,8.58,12,7/12/2026
P,33742,Avocados Bag,6.4,50,7/9/2026
B,40275,Apple Juice,1.11,50,TRUE
B,65645,Sparkling Water,3.36,92,TRUE
B,25597,Energy Drink,6.97,30,TRUE
P,23356,Fresh Strawberries,10.3,50,6/24/2026
E,65781,Blender Pro,86.32,8,6
E,32135,Toaster Oven,18.06,13,12
E,65965,Electric Kettle,96.9,13,12
B,1996,Organic Green Tea,4.95,118,TRUE
P,43994,Baby Spinach,10.74,24,6/18/2026
P,23704,Baby Spinach,3.23,21,6/25/2026
B,68687,Organic Green Tea,9.44,36,TRUE
P,28700,Romaine Lettuce,3.45,19,7/3/2026
P,76492,Organic Eggs,9.04,40,7/4/2026
P,22520,Romaine Lettuce,10.96,5,6/21/2026
P,76141,Avocados Bag,13.18,57,6/13/2026
E,95084,Blender Pro,80.77,5,6
E,2447,Toaster Oven,66.84,11,12
E,67417,Mini Rice Cooker,86.17,10,6
E,36342,Toaster Oven,94.28,15,36
B,13015,Energy Drink,5.24,48,FALSE
E,84582,Toaster Oven,119.23,12,6
B,52008,Diet Soda Can,3.21,20,FALSE
B,58224,Apple Juice,5.62,81,TRUE
P,94741,Fresh Strawberries,2.52,48,6/9/2026
E,50134,Mini Rice Cooker,78.87,10,12
P,24732,Fresh Strawberries,13.13,21,7/9/2026
E,25780,Electric Kettle,32.71,5,36
P,69198,Avocados Bag,7.32,53,6/16/2026
E,43026,Electric Kettle,43.15,22,6
E,69067,Coffee Maker,27.61,23,36
B,40141,Organic Green Tea,9.59,50,FALSE
P,41412,Whole Milk,12.25,32,7/15/2026
P,19057,Organic Eggs,8.6,26,6/16/2026
B,36600,Apple Juice,5.86,16,TRUE
P,79511,Romaine Lettuce,8.17,10,6/17/2026
B,81371,Sparkling Water,1.72,60,FALSE
B,91009,Diet Soda Can,2.1,14,TRUE
E,95655,Coffee Maker,40.17,25,12
E,20145,Blender Pro,44.85,16,12
E,16631,Blender Pro,117.56,17,12
B,14281,Classic Cola,2.03,41,FALSE
B,26969,Organic Green Tea,8.45,62,TRUE
P,69182,Whole Milk,11.47,15,6/2/2026
B,85238,Sparkling Water,4.38,112,TRUE
E,14918,Toaster Oven,88.25,6,6
P,95188,Whole Milk,8.99,53,6/27/2026
P,85114,Baby Spinach,13.74,52,7/16/2026
E,67034,Electric Mixer,17.83,14,12
E,41738,Electric Kettle,56.41,21,6
P,14223,Fresh Strawberries,3.07,41,6/7/2026
B,30162,Diet Soda Can,2.99,36,TRUE
E,10289,Toaster Oven,32.07,18,36
E,85494,Blender Pro,76.24,21,6
B,15802,Organic Green Tea,4.57,18,FALSE
E,49368,Electric Mixer,63.26,11,12
P,68843,Fresh Strawberries,10.48,17,7/1/2026
P,23485,Romaine Lettuce,5.6,53,6/26/2026
B,84134,Diet Soda Can,7.23,63,TRUE
B,2240,Classic Cola,6.97,16,TRUE
B,75007,Apple Juice,8.55,100,FALSE
B,24550,Classic Cola,8.37,84,TRUE
B,28060,Apple Juice,6.11,11,TRUE
E,36697,Electric Kettle,59.26,3,36
E,32793,Mini Rice Cooker,19.44,18,12
E,61971,Electric Kettle,48.04,23,6
E,31748,Mini Rice Cooker,113.95,21,6
E,84862,Coffee Maker,39.03,15,6
B,11204,Organic Green Tea,1.22,70,TRUE
B,83557,Organic Green Tea,1.5,11,TRUE
E,72739,Blender Pro,80.92,14,12
P,56162,Avocados Bag,11.58,23,6/28/2026
P,8319,Avocados Bag,14.5,12,6/14/2026
B,93190,Diet Soda Can,5.57,106,FALSE
B,63199,Classic Cola,4.08,71,TRUE
P,93907,Whole Milk,10.52,9,6/1/2026
B,52883,Diet Soda Can,7.27,80,TRUE
P,40563,Baby Spinach,14.93,14,6/8/2026
P,45842,Whole Milk,10.43,8,7/1/2026
P,85780,Whole Milk,13.86,45,6/10/2026
E,45446,Electric Kettle,77.05,22,12
B,50695,Sparkling Water,8.6,41,TRUE
E,82069,Electric Mixer,50.92,2,6
E,77196,Mini Rice Cooker,98.39,7,36
B,84516,Apple Juice,8.88,104,FALSE
E,49639,Toaster Oven,58.39,5,36
P,81049,Romaine Lettuce,4.48,40,6/13/2026
E,96364,Mini Rice Cooker,21.43,2,36
E,43960,Blender Pro,106.85,17,12
P,32861,Fresh Strawberries,11.11,12,7/13/2026
P,83516,Organic Eggs,12.93,32,7/6/2026
B,47379,Organic Green Tea,2.57,72,TRUE
P,2995,Avocados Bag,7.69,33,7/3/2026
B,76505,Apple Juice,5.75,62,FALSE
P,31732,Fresh Strawberries,2.92,56,6/11/2026
P,60228,Fresh Strawberries,14.08,53,7/14/2026
B,40165,Apple Juice,6.45,108,TRUE
P,68402,Romaine Lettuce,4.94,22,6/15/2026
B,42780,Sparkling Water,9.83,77,TRUE
P,51694,Fresh Strawberries,4.58,22,6/18/2026
P,30418,Whole Milk,4.94,8,6/11/2026
P,31490,Avocados Bag,14.48,12,6/16/2026
E,7467,Mini Rice Cooker,101.83,7,36
E,73685,Toaster Oven,50.71,20,6
E,72929,Toaster Oven,34.14,18,6
E,71213,Blender Pro,102.52,16,36
B,46674,Diet Soda Can,1.35,95,TRUE
P,41239,Romaine Lettuce,10.46,19,6/24/2026
B,28174,Energy Drink,9.57,59,TRUE
E,65013,Blender Pro,75.79,12,12
B,24874,Organic Green Tea,5.39,45,FALSE
E,31495,Electric Mixer,106.66,8,6
B,18762,Classic Cola,6.93,119,TRUE
P,84238,Fresh Strawberries,9.22,22,6/21/2026
B,35748,Energy Drink,8.25,37,TRUE
B,2079,Diet Soda Can,7.64,44,TRUE
E,34654,Electric Mixer,68.04,21,12
E,82586,Electric Mixer,86.92,23,12
B,59026,Sparkling Water,2.55,16,FALSE
E,93118,Blender Pro,85.37,6,12
E,35930,Toaster Oven,53.3,8,36
P,84031,Baby Spinach,9.38,29,6/10/2026
P,35371,Organic Eggs,3.78,46,7/14/2026
E,92930,Electric Mixer,41.17,4,36
B,90273,Classic Cola,1.26,18,TRUE
P,28039,Whole Milk,9.51,58,6/26/2026
B,37735,Apple Juice,5.13,15,FALSE
P,74244,Baby Spinach,12.19,7,6/25/2026
B,75679,Classic Cola,4.55,94,TRUE
P,88997,Avocados Bag,3.95,15,7/13/2026
P,73845,Romaine Lettuce,9.16,28,6/23/2026
B,93515,Sparkling Water,2.54,67,TRUE
E,3793,Electric Mixer,35.56,21,6
E,2241,Blender Pro,19.36,5,36
B,33997,Organic Green Tea,2.03,51,TRUE
B,3581,Classic Cola,4.34,10,FALSE
B,91178,Diet Soda Can,7.31,60,FALSE
E,6403,Electric Kettle,44.77,9,6
E,29470,Coffee Maker,17.99,11,12
P,87627,Avocados Bag,12.6,42,6/18/2026
P,85381,Whole Milk,5.16,18,6/29/2026
B,84947,Energy Drink,6.79,48,TRUE
B,93920,Sparkling Water,4.49,16,TRUE
B,11331,Diet Soda Can,1.69,65,TRUE
E,19338,Mini Rice Cooker,41.18,21,12
P,26836,Baby Spinach,11.48,36,6/19/2026
E,23595,Coffee Maker,45.75,12,36
E,57238,Electric Kettle,57.28,7,12
P,68862,Baby Spinach,14.8,5,6/13/2026
P,39671,Organic Eggs,3.32,29,6/24/2026
P,88545,Romaine Lettuce,5.87,29,6/13/2026
B,9881,Energy Drink,6.43,110,TRUE
E,36545,Coffee Maker,87.22,24,6
P,75469,Avocados Bag,11.96,28,6/2/2026
E,31597,Electric Mixer,115.85,12,12
B,87661,Diet Soda Can,8.85,32,TRUE
E,92866,Coffee Maker,22.59,15,36
E,90412,Toaster Oven,33.94,19,6
P,59720,Whole Milk,4.24,48,6/17/2026
E,61672,Blender Pro,109.61,10,12
P,91230,Organic Eggs,11.63,12,6/14/2026
P,8647,Baby Spinach,14.33,12,6/6/2026
P,51486,Fresh Strawberries,6.05,43,6/24/2026
E,36279,Mini Rice Cooker,98.75,5,12
P,73339,Avocados Bag,7.91,18,7/5/2026
E,51584,Mini Rice Cooker,51.57,4,12
P,77169,Avocados Bag,4.67,12,6/4/2026
B,29255,Organic Green Tea,2.13,113,TRUE
P,33003,Avocados Bag,10.63,46,6/5/2026
E,60612,Toaster Oven,95.61,21,6
B,25870,Apple Juice,9.5,85,TRUE
B,70362,Classic Cola,7.59,91,FALSE
P,869,Baby Spinach,11.97,60,6/26/2026
E,14211,Mini Rice Cooker,86.62,11,36
P,75249,Baby Spinach,13.72,16,7/9/2026
B,83597,Sparkling Water,7.98,48,TRUE
B,45169,Energy Drink,6.26,20,FALSE
E,4211,Electric Mixer,69.98,17,6
P,53380,Whole Milk,3.65,28,6/27/2026
P,92249,Fresh Strawberries,10.34,6,6/15/2026
E,20638,Toaster Oven,88.55,19,6
E,77040,Blender Pro,86.07,21,36
B,24475,Apple Juice,5.83,119,FALSE
P,95397,Fresh Strawberries,5.34,27,7/12/2026
P,86605,Organic Eggs,4.91,12,6/18/2026
E,17434,Coffee Maker,102.16,18,12
E,59687,Mini Rice Cooker,103.51,9,6
B,19275,Organic Green Tea,8.63,89,TRUE
E,41043,Blender Pro,110.61,20,12
B,39938,Apple Juice,3.85,61,TRUE
P,2179,Fresh Strawberries,14.15,36,6/5/2026
P,36662,Whole Milk,12.13,41,6/21/2026
P,80040,Romaine Lettuce,12.3,27,7/15/2026
E,22689,Electric Mixer,116.49,9,36
P,53442,Avocados Bag,4.64,13,6/19/2026
E,68346,Electric Kettle,93.9,19,12
P,78999,Romaine Lettuce,14.38,33,6/12/2026
E,18457,Blender Pro,21.44,8,12
P,87033,Organic Eggs,11.77,48,6/13/2026
B,76646,Energy Drink,5.9,112,TRUE
B,91176,Sparkling Water,7.36,25,FALSE
P,20385,Baby Spinach,4.75,36,6/11/2026
P,77921,Baby Spinach,6.06,29,6/26/2026
P,69241,Organic Eggs,9.34,56,6/21/2026
B,69956,Classic Cola,3.5,48,TRUE
P,3642,Baby Spinach,7.48,35,6/8/2026
B,58589,Energy Drink,9.65,48,TRUE
P,14274,Fresh Strawberries,14.68,57,7/7/2026
P,95782,Avocados Bag,13.76,59,6/11/2026
E,84047,Coffee Maker,68.22,19,6
E,4196,Toaster Oven,60.89,19,36
B,11614,Organic Green Tea,5.7,10,TRUE
B,76681,Classic Cola,4.27,112,FALSE
P,64960,Romaine Lettuce,4.88,29,6/21/2026
P,49645,Whole Milk,2.61,55,7/1/2026
E,10158,Electric Mixer,89.16,23,12
B,82115,Diet Soda Can,4.36,48,FALSE
E,95954,Electric Mixer,44.03,24,6
E,39225,Blender Pro,105.44,10,12
P,87050,Romaine Lettuce,3.09,26,7/8/2026
P,53218,Organic Eggs,11.72,29,6/12/2026
P,16760,Romaine Lettuce,12.15,37,6/8/2026
B,7839,Apple Juice,7.58,119,TRUE
B,36840,Organic Green Tea,6.08,74,FALSE
P,31455,Organic Eggs,8.63,59,6/1/2026
E,19756,Blender Pro,93.77,20,6
P,57318,Fresh Strawberries,5.74,17,7/15/2026
B,10042,Sparkling Water,1.89,62,FALSE
B,58381,Sparkling Water,8.62,109,FALSE
E,35133,Blender Pro,25.44,24,6
B,18711,Sparkling Water,8.05,104,FALSE
P,1066,Organic Eggs,8.88,42,6/11/2026
P,45850,Baby Spinach,6.03,19,6/19/2026
E,49734,Blender Pro,38.69,23,6
P,50061,Avocados Bag,6.06,24,6/4/2026
B,63789,Sparkling Water,9.81,103,TRUE
B,8729,Energy Drink,1.35,14,FALSE
B,30330,Organic Green Tea,5.69,110,FALSE
E,95146,Blender Pro,65.17,25,6
B,4376,Apple Juice,4.21,113,TRUE
P,73543,Whole Milk,10.86,40,7/6/2026
E,86050,Mini Rice Cooker,88.16,5,12
B,99532,Classic Cola,2.87,104,FALSE
P,35375,Fresh Strawberries,5.69,38,7/4/2026
E,63526,Electric Kettle,36.61,12,12
E,74388,Toaster Oven,83.98,7,12
E,67486,Toaster Oven,32.95,9,6
E,30393,Electric Mixer,102.73,12,36
B,35606,Classic Cola,8.26,114,FALSE
E,24321,Toaster Oven,48.79,6,12
E,59281,Toaster Oven,87.0,10,36
B,80424,Apple Juice,8.98,48,TRUE
P,62074,Organic Eggs,5.06,15,7/8/2026
E,59139,Electric Kettle,66.21,8,6
E,76351,Toaster Oven,23.22,10,36
B,22677,Diet Soda Can,3.62,69,FALSE
E,7402,Electric Mixer,34.32,19,12
B,83964,Classic Cola,3.65,21,FALSE
E,93734,Coffee Maker,89.89,11,12
B,84536,Energy Drink,5.23,107,TRUE
E,44223,Coffee Maker,74.52,21,12
B,24196,Apple Juice,5.65,84,TRUE
E,180,Electric Kettle,113.02,9,36
P,71350,Baby Spinach,13.1,17,7/8/2026
B,12121,Apple Juice,1.92,103,TRUE
E,71710,Mini Rice Cooker,101.7,14,6
P,85944,Organic Eggs,14.3,43,6/15/2026
P,27976,Romaine Lettuce,12.7,38,7/7/2026
P,76121,Baby Spinach,5.42,34,6/28/2026
E,65080,Blender Pro,50.21,17,36
B,63966,Classic Cola,3.92,25,FALSE
P,74533,Baby Spinach,6.15,21,6/16/2026
P,77844,Baby Spinach,6.67,35,6/19/2026
E,31309,Mini Rice Cooker,108.95,24,6
P,34871,Avocados Bag,10.28,11,6/19/2026
B,73907,Sparkling Water,9.1,48,TRUE
B,4929,Classic Cola,4.1,65,FALSE
B,94933,Energy Drink,8.92,25,FALSE
B,76862,Organic Green Tea,8.13,58,FALSE
P,45306,Fresh Strawberries,2.74,42,6/10/2026
E,18297,Toaster Oven,74.08,17,12
B,22327,Diet Soda Can,8.7,42,TRUE
B,95383,Classic Cola,9.04,17,TRUE
B,76691,Energy Drink,4.51,84,FALSE
E,48402,Electric Kettle,25.18,25,6
B,63908,Organic Green Tea,8.15,34,TRUE
B,76040,Sparkling Water,5.55,111,TRUE
B,9512,Organic Green Tea,3.83,73,TRUE
B,7914,Apple Juice,3.35,38,FALSE
E,73780,Electric Mixer,77.96,12,6
P,77057,Romaine Lettuce,7.98,29,6/2/2026
E,54029,Toaster Oven,32.63,6,36
P,12917,Avocados Bag,10.83,24,7/15/2026
B,35307,Diet Soda Can,1.59,13,TRUE
P,83856,Baby Spinach,6.21,6,6/14/2026
B,64993,Apple Juice,2.29,90,FALSE
B,88423,Sparkling Water,1.54,19,TRUE
E,20564,Electric Mixer,62.84,22,36
B,75272,Energy Drink,4.18,116,FALSE
E,92282,Electric Mixer,16.89,24,36
E,70866,Electric Kettle,45.92,17,6
P,7414,Baby Spinach,5.49,40,6/15/2026
P,25685,Avocados Bag,5.8,45,7/10/2026
P,60410,Baby Spinach,9.74,20,6/27/2026
E,742,Coffee Maker,30.31,16,12
P,27360,Whole Milk,6.39,37,6/7/2026
P,88696,Romaine Lettuce,10.02,33,6/1/2026
E,48217,Electric Kettle,106.29,2,36
B,64613,Organic Green Tea,2.57,86,FALSE
B,35850,Apple Juice,1.08,45,FALSE
B,78367,Apple Juice,8.04,83,TRUE
P,32288,Whole Milk,13.94,45,6/11/2026
P,19634,Whole Milk,8.56,6,7/13/2026
B,81790,Sparkling Water,6.99,36,FALSE
B,43529,Energy Drink,2.53,99,FALSE
B,63025,Classic Cola,4.38,18,FALSE
P,63633,Romaine Lettuce,4.3,44,6/24/2026
P,79726,Romaine Lettuce,4.34,38,6/30/2026
B,85311,Classic Cola,6.43,87,FALSE
B,13043,Sparkling Water,9.77,38,FALSE
P,59821,Baby Spinach,7.21,41,6/28/2026
P,87688,Whole Milk,6.47,28,6/11/2026
P,313,Avocados Bag,4.91,7,6/11/2026
E,70455,Toaster Oven,85.69,20,6
B,47812,Sparkling Water,2.78,96,FALSE
B,28978,Classic Cola,9.1,60,TRUE
P,56119,Avocados Bag,3.35,33,6/28/2026
E,68634,Electric Mixer,75.8,13,12
P,28981,Organic Eggs,9.41,34,6/30/2026
P,90354,Avocados Bag,12.85,49,6/12/2026
E,58949,Electric Mixer,49.25,12,6
B,27646,Diet Soda Can,1.98,105,FALSE
E,25615,Mini Rice Cooker,18.82,11,36
E,94501,Mini Rice Cooker,47.65,9,12
E,62672,Electric Mixer,40.8,14,6
P,6083,Romaine Lettuce,6.85,26,6/1/2026
E,6959,Blender Pro,84.05,5,12
E,94309,Blender Pro,56.24,9,12
E,6215,Electric Kettle,115.96,11,6
P,50984,Baby Spinach,13.96,33,6/28/2026
E,5145,Electric Kettle,60.06,13,6
E,59462,Mini Rice Cooker,117.27,17,36
P,48602,Organic Eggs,9.53,51,6/30/2026
P,91721,Romaine Lettuce,12.41,52,7/11/2026
B,26515,Sparkling Water,8.98,73,FALSE
P,51958,Avocados Bag,5.38,16,7/16/2026
P,76633,Avocados Bag,9.89,59,6/15/2026
P,38440,Baby Spinach,5.38,45,7/5/2026
B,26358,Organic Green Tea,9.39,112,TRUE
P,9999,Romaine Lettuce,13.26,16,6/28/2026
B,50317,Classic Cola,8.18,40,TRUE
B,72346,Diet Soda Can,6.15,87,TRUE
E,68313,Mini Rice Cooker,50.48,22,12
E,37951,Coffee Maker,53.38,19,6
E,84882,Toaster Oven,19.61,17,6
B,23196,Diet Soda Can,9.99,112,TRUE
P,39588,Romaine Lettuce,5.46,20,7/5/2026
P,53394,Romaine Lettuce,13.41,11,6/27/2026
E,85074,Blender Pro,104.86,21,6
P,11625,Baby Spinach,7.63,46,7/6/2026
E,20636,Toaster Oven,58.9,2,12
E,67764,Blender Pro,114.38,23,12
B,82107,Organic Green Tea,1.66,41,TRUE
P,60019,Whole Milk,4.21,48,7/13/2026
E,51236,Electric Mixer,22.98,16,12
P,5228,Fresh Strawberries,6.76,15,7/15/2026
B,88573,Apple Juice,6.99,75,TRUE
E,34920,Electric Mixer,31.51,11,6
B,89934,Sparkling Water,8.66,62,FALSE
E,42462,Blender Pro,23.01,24,6
E,73055,Electric Mixer,25.99,22,36
B,72168,Classic Cola,1.19,38,FALSE
P,36561,Romaine Lettuce,5.4,24,6/7/2026
B,13232,Sparkling Water,4.69,47,FALSE
B,83365,Apple Juice,1.9,106,TRUE
P,97696,Organic Eggs,6.84,51,6/1/2026
E,50183,Blender Pro,20.87,11,12
P,11164,Whole Milk,4.93,29,7/10/2026
E,70418,Mini Rice Cooker,71.77,6,36
P,29019,Romaine Lettuce,12.72,48,6/14/2026
E,26707,Electric Mixer,38.24,10,12
E,75477,Electric Kettle,79.95,19,36
B,49976,Apple Juice,9.9,51,FALSE
P,60462,Fresh Strawberries,9.02,10,6/22/2026
P,25806,Organic Eggs,3.66,38,7/15/2026
P,22513,Whole Milk,5.8,60,6/16/2026
E,78195,Electric Kettle,26.05,17,36
B,35571,Organic Green Tea,1.36,59,TRUE
B,76995,Energy Drink,9.29,64,FALSE
E,59896,Toaster Oven,68.33,21,6
B,38059,Classic Cola,7.17,97,TRUE
E,22351,Coffee Maker,77.22,8,6
E,2309,Coffee Maker,79.62,4,6
P,67124,Organic Eggs,9.25,27,7/10/2026
E,25368,Toaster Oven,111.21,14,6
P,17406,Fresh Strawberries,2.72,55,6/22/2026
E,45422,Toaster Oven,17.25,13,36
P,20457,Avocados Bag,5.82,16,6/29/2026
B,27531,Diet Soda Can,5.16,58,TRUE
B,11279,Apple Juice,5.57,65,FALSE
B,24489,Apple Juice,1.86,62,TRUE
P,57768,Fresh Strawberries,5.65,36,6/25/2026
E,73597,Mini Rice Cooker,49.53,14,6
B,84620,Organic Green Tea,4.59,114,TRUE
P,68160,Romaine Lettuce,11.87,46,6/8/2026
E,21796,Electric Kettle,57.13,6,12
P,86984,Organic Eggs,12.96,48,7/4/2026
E,14451,Toaster Oven,76.77,2,6
P,11425,Avocados Bag,9.23,25,7/15/2026
E,20651,Toaster Oven,86.56,9,6
E,22865,Electric Mixer,48.37,13,6
P,33723,Romaine Lettuce,4.51,39,7/5/2026
E,85808,Coffee Maker,73.92,3,6
P,90442,Avocados Bag,5.23,35,6/23/2026
P,94818,Baby Spinach,9.13,54,6/3/2026
B,46506,Classic Cola,1.99,120,FALSE
E,84634,Coffee Maker,88.12,7,36
B,24264,Energy Drink,4.2,102,TRUE
E,24708,Electric Mixer,104.0,21,12
P,68416,Romaine Lettuce,14.16,55,7/1/2026
E,45712,Electric Mixer,60.96,21,12
B,90771,Classic Cola,5.92,64,TRUE
P,22563,Avocados Bag,14.53,53,6/5/2026
B,17866,Classic Cola,1.54,24,FALSE
B,95957,Apple Juice,5.47,46,TRUE
P,89157,Whole Milk,8.13,26,7/2/2026
P,54975,Organic Eggs,14.78,56,6/26/2026
